drug_name,reaction,n,total_drug,total_reaction,ror,pct_of_drug
Фуросемид (11 мг),Сыпь,1,2,247,25.645030425963487,50.0
Доксепин (72 мг),Бессонница,2,4,250,25.422535211267608,50.0
Пропранолол (57 мг),Бессонница,1,2,250,25.324649298597194,50.0
Дулоксетин (40 мг),Бессонница,1,2,250,25.324649298597194,50.0
Ривароксабан (15 мг),Сонливость,2,4,261,24.302504816955683,50.0
Молсидомин (32 мг),Сонливость,1,2,261,24.213051823416507,50.0
Клопидогрел (4 мг),Сонливость,1,2,261,24.213051823416507,50.0
Дексаметазон (93 мг),Аллергические реакции,2,5,198,23.149763722282806,40.0
Залеплон (67 мг),Сухость во рту,1,3,170,22.646017699115042,33.33333333333333
Фенофибрат (77 мг),Гиперкалиемия,2,5,210,21.776293251113394,40.0
Теразозин (86 мг),Миалгия,2,5,216,21.14718614718615,40.0
Эпросартан (67 мг),Запор,2,5,216,21.14718614718615,40.0
Дексаметазон (93 мг),Миалгия,2,5,216,21.14718614718615,40.0
Метилдопа (100 мг),Гипотензия,2,5,222,20.552316164561063,40.0
Теразозин (86 мг),Тошнота,2,5,222,20.552316164561063,40.0
Карведилол (58 мг),Анемия,1,3,187,20.527077747989274,33.33333333333333
Спиронолактон (44 мг),Гипогликемия,1,3,195,19.65809768637532,33.33333333333333
Эпросартан (67 мг),Тромбоцитопения,2,5,232,19.629687015804155,40.0
Трандолаприл (14 мг),Аллергические реакции,1,3,198,19.35037974683544,33.33333333333333
Карведилол (36 мг),Аллергические реакции,1,3,198,19.35037974683544,33.33333333333333
Амилорид (33 мг),Повышение печёночных ферментов,1,3,203,18.85777777777778,33.33333333333333
Никорандил (19 мг),Повышение печёночных ферментов,1,3,203,18.85777777777778,33.33333333333333
Трандолаприл (14 мг),Повышение печёночных ферментов,1,3,203,18.85777777777778,33.33333333333333
Никорандил (19 мг),Головокружение,1,3,206,18.573722627737226,33.33333333333333
Фенофибрат (12 мг),Головокружение,1,3,206,18.573722627737226,33.33333333333333
Гидралазин (2 мг),Сыпь,2,5,247,18.386674425370963,40.0
Дипиридамол (1 мг),Гиперкалиемия,1,3,210,18.20763723150358,33.33333333333333
Карведилол (36 мг),Гиперкалиемия,1,3,210,18.20763723150358,33.33333333333333
Омепразол (96 мг),Гиперкалиемия,1,3,210,18.20763723150358,33.33333333333333
Эпросартан (85 мг),Гиперкалиемия,1,3,210,18.20763723150358,33.33333333333333
Топирамат (37 мг),Бессонница,2,5,250,18.156079333141708,40.0
Никорандил (19 мг),Шум в ушах,1,3,211,18.118289786223276,33.33333333333333
Фуросемид (22 мг),Шум в ушах,1,3,211,18.118289786223276,33.33333333333333
Моксонидин (37 мг),Миалгия,1,3,216,17.68399071925754,33.33333333333333
Лозартан (55 мг),Миалгия,1,3,216,17.68399071925754,33.33333333333333
Фенофибрат (12 мг),Запор,1,3,216,17.68399071925754,33.33333333333333
Амилорид (33 мг),Запор,1,3,216,17.68399071925754,33.33333333333333
Симвастатин (88 мг),Повышение креатинина,1,3,217,17.599538106235563,33.33333333333333
Трандолаприл (14 мг),Повышение креатинина,1,3,217,17.599538106235563,33.33333333333333
Дабигатран (53 мг),Тахикардия,1,3,218,17.515862068965518,33.33333333333333
Цилостазол (94 мг),Тахикардия,1,3,218,17.515862068965518,33.33333333333333
Моксонидин (50 мг),Нарушение зрения,1,3,220,17.350797266514807,33.33333333333333
Дипиридамол (1 мг),Нарушение зрения,1,3,220,17.350797266514807,33.33333333333333
Рамиприл (59 мг),Изжога,1,3,221,17.269387755102038,33.33333333333333
Симвастатин (88 мг),Тошнота,1,3,222,17.188713318284425,33.33333333333333
Пентоксифиллин (54 мг),Гипотензия,1,3,222,17.188713318284425,33.33333333333333
Спиронолактон (44 мг),Отёки,1,3,222,17.188713318284425,33.33333333333333
Эсзопиклон (74 мг),Гипотензия,1,3,222,17.188713318284425,33.33333333333333
Теразозин (49 мг),Тошнота,1,3,222,17.188713318284425,33.33333333333333
Карведилол (36 мг),Отёки,1,3,222,17.188713318284425,33.33333333333333
Амилорид (30 мг),Нарушение вкуса,1,3,223,17.10876404494382,33.33333333333333
Дипиридамол (1 мг),Нарушение вкуса,1,3,223,17.10876404494382,33.33333333333333
Теразозин (49 мг),Нарушение вкуса,1,3,223,17.10876404494382,33.33333333333333
Фенофибрат (12 мг),Нарушение вкуса,1,3,223,17.10876404494382,33.33333333333333
Карведилол (58 мг),Брадикардия,1,3,224,17.02953020134228,33.33333333333333
Симвастатин (88 мг),Брадикардия,1,3,224,17.02953020134228,33.33333333333333
Карведилол (58 мг),Лейкопения,1,3,227,16.796026490066225,33.33333333333333
Доксазозин (79 мг),Шум в ушах,3,9,211,16.40564471499723,33.33333333333333
Эпросартан (93 мг),Метеоризм,1,3,234,16.274518201284796,33.33333333333333
Теразозин (49 мг),Усталость,1,3,235,16.202558635394457,33.33333333333333
Амилорид (33 мг),Усталость,1,3,235,16.202558635394457,33.33333333333333
Агомелатин (61 мг),Сухость во рту,1,4,170,16.173198482932996,25.0
Пропранолол (51 мг),Нарушение зрения,2,6,220,16.13399440630562,33.33333333333333
Амлодипин (72 мг),Желудочно-кишечные расстройства,1,3,236,16.1312101910828,33.33333333333333
Цефтриаксон (89 мг),Желудочно-кишечные расстройства,1,3,236,16.1312101910828,33.33333333333333
Доксазозин (79 мг),Миалгия,3,9,216,16.00882723833543,33.33333333333333
Вортиоксетин (25 мг),Головная боль,2,6,225,15.760626398210292,33.33333333333333
Пропранолол (51 мг),Диарея,2,6,226,15.687948527592182,33.33333333333333
Моксонидин (37 мг),Сыпь,1,3,247,15.384584178498985,33.33333333333333
Рамиприл (88 мг),Бессонница,1,3,250,15.192384769539077,33.33333333333333
Тамсулозин (58 мг),Бессонница,1,3,250,15.192384769539077,33.33333333333333
Моксонидин (37 мг),Бессонница,1,3,250,15.192384769539077,33.33333333333333
Тамсулозин (51 мг),Анемия,1,4,187,14.659900421294523,25.0
Гепарин (70 мг),Анемия,1,4,187,14.659900421294523,25.0
Спиронолактон (44 мг),Сонливость,1,3,261,14.525527831094049,33.33333333333333
Верапамил (14 мг),Гипогликемия,1,4,195,14.039294895336026,25.0
Клоназепам (99 мг),Гипогликемия,1,4,195,14.039294895336026,25.0
Рилменидин (34 мг),Гипогликемия,1,4,195,14.039294895336026,25.0
Лизиноприл (3 мг),Головокружение,1,4,206,13.264859228362877,25.0
Ирбесартан (68 мг),Головокружение,1,4,206,13.264859228362877,25.0
Доксазозин (79 мг),Сонливость,3,9,261,13.128254723999405,33.33333333333333
Ривароксабан (15 мг),Гиперкалиемия,1,4,210,13.00340947834981,25.0
Варфарин (57 мг),Повышение креатинина,1,4,217,12.569119102606399,25.0
Клоназепам (99 мг),Изжога,1,4,221,12.333333333333332,25.0
Ривароксабан (15 мг),Отёки,1,4,222,12.27571751048049,25.0
Тамсулозин (51 мг),Отёки,1,4,222,12.27571751048049,25.0
Фондапаринукс (67 мг),Тошнота,1,4,222,12.27571751048049,25.0
Фондапаринукс (67 мг),Отёки,1,4,222,12.27571751048049,25.0
Метилдопа (28 мг),Нарушение вкуса,1,4,223,12.218619582664525,25.0
Верапамил (14 мг),Головная боль,1,4,225,12.105949729557748,25.0
Лизиноприл (3 мг),Головная боль,1,4,225,12.105949729557748,25.0
Метилдопа (28 мг),Тромбоцитопения,1,4,232,11.726936130823818,25.0
Гепарин (70 мг),Усталость,1,4,235,11.571428571428571,25.0
Агомелатин (61 мг),Желудочно-кишечные расстройства,1,4,236,11.52047315741583,25.0
Ирбесартан (68 мг),Желудочно-кишечные расстройства,1,4,236,11.52047315741583,25.0
Гепарин (70 мг),Бессонница,1,4,250,10.849985685657028,25.0
Варфарин (57 мг),Бессонница,1,4,250,10.849985685657028,25.0
Гепарин (70 мг),Сонливость,1,4,261,10.373731834384426,25.0
Эпросартан (67 мг),Брадикардия,1,5,224,9.457867263236391,20.0
Теразозин (86 мг),Метеоризм,1,5,234,9.038543897216273,20.0
Вортиоксетин (25 мг),Аллергические реакции,1,6,198,8.791484464902185,16.666666666666664
Пропранолол (51 мг),Шум в ушах,1,6,211,8.231699416972575,16.666666666666664
Дексаметазон (93 мг),Сонливость,1,5,261,8.067178502879077,20.0
Пропранолол (51 мг),Миалгия,1,6,216,8.034380932292764,16.666666666666664
Апиксабан,Сухость во рту,8,50,170,7.824615384615385,16.0
Эсциталопрам,Нарушение зрения,8,45,220,6.7333333333333325,17.77777777777778
Карведилол,Аллергические реакции,9,62,198,5.920721031736246,14.516129032258066
Сертралин,Анемия,5,37,187,5.888767123287671,13.513513513513514
Каптоприл,Гипогликемия,6,44,195,5.645375732446973,13.636363636363635
Метилдопа,Гипогликемия,5,37,195,5.634363012315768,13.513513513513514
Эсциталопрам,Лейкопения,7,45,227,5.569838324940366,15.555555555555555
Ламотриджин,Диарея,11,74,226,5.278020351864369,14.864864864864865
Эсциталопрам,Повышение печёночных ферментов,6,45,203,5.272071783368049,13.333333333333334
Пентоксифиллин,Сухость во рту,5,45,170,5.218343217336168,11.11111111111111
Розувастатин,Аллергические реакции,7,55,198,5.106322844607144,12.727272727272727
Апиксабан,Нарушение зрения,7,50,220,5.092869256238392,14.000000000000002
Эноксапарин,Тромбоцитопения,8,56,232,4.9099487980162095,14.285714285714285
Эплеренон,Шум в ушах,7,55,211,4.771885161192751,12.727272727272727
Дилтиазем,Кашель,6,51,195,4.77157934413871,11.76470588235294
Дулоксетин,Кашель,7,60,195,4.701281638116958,11.666666666666666
Диазепам,Шум в ушах,7,56,211,4.674742535378233,12.5
Индапамид,Анемия,4,37,187,4.648054007889707,10.81081081081081
Топирамат,Изжога,12,92,221,4.646155442565113,13.043478260869565
Нифедипин,Сухость во рту,5,50,170,4.641246970552107,10.0
Метилдопа,Усталость,5,37,235,4.627231770398799,13.513513513513514
Миноксидил,Сухость во рту,6,60,170,4.6006246340035135,10.0
Теразозин,Тромбоцитопения,6,45,232,4.575991281750356,13.333333333333334
Доксепин,Отёки,6,47,222,4.5624252205125355,12.76595744680851
Эплеренон,Изжога,7,55,221,4.542210366952635,12.727272727272727
Вальпроевая кислота,Желудочно-кишечные расстройства,8,59,236,4.537932060079455,13.559322033898304
Гидралазин,Гиперкалиемия,7,58,210,4.514563106796117,12.068965517241379
Транилципромин,Усталость,5,38,235,4.48839317512222,13.157894736842104
